SQ_CANDIDATO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;SG_UF;SG_PARTIDO;NM_PARTIDO;DS_SIT_TOT_TURNO;QT_VOTOS_TOTAL;VR_DESPESA_TOTAL;POPULACAO;CUSTO_POR_VOTO;CUSTO_POR_HABITANTE
90001604148;1933;PATRICIA MORTARI DE ALENCAR;PATRICIA ALENCAR;GO;PODE;Podemos;NÃO ELEITO;201;21043.9;7055228;104.69601990049752;0.0029827384742208193
90001724154;1907;DIVINA BATISTA DE CASTRO;DIVINA CASTRO;GO;PODE;Podemos;NÃO ELEITO;35;2500.0;7055228;71.42857142857143;0.0003543471592980411
180001712963;2999;ANTONIA MARLY SOARES DE MOURA;ANTONIA MARLY SOARES DE MOURA;PI;PCO;Partido da Causa Operária;NÃO ELEITO;54;0.0;3269200;0.0;0.0
240001620997;5188;GILIARDI DORN;DR. GILIARDI DORN;SC;PATRIOTA;Patriota;NÃO ELEITO;302;33000.0;7609601;109.27152317880795;0.004336626848109382
240001620986;5177;MARIA TERESINHA DE AGUIAR COSTA SCAINI;MARIA TERESA SCAINI;SC;PATRIOTA;Patriota;NÃO ELEITO;1131;17059.0;7609601;15.083112290008842;0.002241773254602968
240001620987;5115;MICHELLE SCHWANKE;ARQUITETA MICHELLE SCHWANKE;SC;PATRIOTA;Patriota;NÃO ELEITO;978;114449.0;7609601;117.02351738241309;0.015040078973917292
240001620995;5151;SAULO PINTO SABATINI;DR. SABATINI;SC;PATRIOTA;Patriota;NÃO ELEITO;5169;130000.0;7609601;25.14993228864384;0.01708368152285514
60001692742;3389;JOSÉ SUDERLAN DE CASTRO LIMA;SUDERLAN CASTRO;CE;PMN;Partido da Mobilização Nacional;NÃO ELEITO;140;30000.0;8791688;214.28571428571428;0.0034123139947641453
60001692744;3333;VICENCIA LEANDRO PINHEIRO;VICENCIA LEANDRO;CE;PMN;Partido da Mobilização Nacional;NÃO ELEITO;1112;150000.0;8791688;134.89208633093526;0.017061569973820728
60001692736;3300;ALANA MARIA VITORINO ROCHA;ALANA ROCHA;CE;PMN;Partido da Mobilização Nacional;NÃO ELEITO;1438;199768.35;8791688;138.920966620306;0.022722411213864733
240001620984;5100;FERNANDO ARGILAR BEILFUSS;FERNANDO BEILFUSS;SC;PATRIOTA;Patriota;NÃO ELEITO;7128;30000.0;7609601;4.2087542087542085;0.003942388043735801
240001620989;5145;ESILDE BORGES;ESILDE BORGES;SC;PATRIOTA;Patriota;NÃO ELEITO;311;22958.489999999998;7609601;73.82151125401928;0.003017042549274265
240001620996;5102;ERIELBER VIEIRA DE SA;HELBER SÁ;SC;PATRIOTA;Patriota;NÃO ELEITO;23757;99000.0;7609601;4.167192827377194;0.013009880544328145
240001620982;5155;ADRIANO JUNKES;ADRIANO PATRIOTA;SC;PATRIOTA;Patriota;NÃO ELEITO;1956;74787.75;7609601;38.23504601226994;0.009828077713930074
240001620994;5144;MARCIO REIS;BAMBU REIS;SC;PATRIOTA;Patriota;NÃO ELEITO;596;17000.0;7609601;28.523489932885905;0.0022340198914502876
240001620998;5123;ALCIDES ALVES DE ANDRADE NETO;ALCIDES ANDRADE;SC;PATRIOTA;Patriota;NÃO ELEITO;5575;192735.16;7609601;34.57132914798206;0.025327893013050225
240001620990;5162;FABIO ALEXANDRE DALONSO;FABIO DALONSO;SC;PATRIOTA;Patriota;NÃO ELEITO;6150;206274.47;7609601;33.54056422764228;0.027107133475197977
240001620991;5122;ARLENE TERESINHA FERRARI GRAF;ARLENE GRAF;SC;PATRIOTA;Patriota;NÃO ELEITO;6341;151993.48;7609601;23.969954265888664;0.019973909275926557
240001620988;5107;PATRICK PIERRE DAUER;PATRICK DAUER;SC;PATRIOTA;Patriota;NÃO ELEITO;3801;72011.7;7609601;18.94546172059984;0.00946326883630298
240001620992;5180;ANDREIA DOS SANTOS;ANDREIA SANTOS;SC;PATRIOTA;Patriota;NÃO ELEITO;241;159022.0;7609601;659.8423236514523;0.020897547716365154
240001620993;5193;JOSÉ DE SOUZA;ZECA BOMBEIRO;SC;PATRIOTA;Patriota;NÃO ELEITO;6514;82500.0;7609601;12.665029167945962;0.010841567120273454
240001620983;5111;FABIANE BELARMINO;FABIANE BELARMINO;SC;PATRIOTA;Patriota;NÃO ELEITO;471;20000.0;7609601;42.46284501061571;0.0026282586958238678
60001692740;3323;EVANDRO DA SILVA PONTES;EVANDRO PONTES;CE;PMN;Partido da Mobilização Nacional;NÃO ELEITO;1728;599016.35;8791688;346.65298032407406;0.06813439580658458
60001692741;3378;JOÃO PAULO LOPES DOS SANTOS;JOÃO PAULO LOPES;CE;PMN;Partido da Mobilização Nacional;NÃO ELEITO;1202;29959.0;8791688;24.924292845257902;0.0034076504989713013
60001692738;3380;AURELIO JOSÉ JARDIM JERÔNIMO;AURÉLIO BOM JARDIM;CE;PMN;Partido da Mobilização Nacional;NÃO ELEITO;383;0.0;8791688;0.0;0.0
60001692739;3303;DANIELE PEREIRA DO NASCIMENTO FORTES CASTELO BRANCO;DANIELE CASTELO BRANCO;CE;PMN;Partido da Mobilização Nacional;NÃO ELEITO;549;251500.0;8791688;458.1056466302368;0.028606565656106087
60001692743;3310;MAXWELLMA FRANCO VIEIRA;MAXWELLMA;CE;PMN;Partido da Mobilização Nacional;NÃO ELEITO;633;49925.0;8791688;78.87045813586099;0.005678659206286666
140001601474;2017;KELITA DA COSTA OLIVEIRA;KELITA OLIVEIRA;PA;PSC;Partido Social Cristão;NÃO ELEITO;799;50000.0;8116132;62.57822277847309;0.00616057008437024
140001601476;2040;MELQUISEDEC NEGRÃO CORREA JUNIOR;MELQUI NEGRÃO;PA;PSC;Partido Social Cristão;NÃO ELEITO;611;20020.0;8116132;32.765957446808514;0.002466692261781844
140001601473;2022;WELLINGTON DE SOUZA GALDINO;WELLINGTON GALDINO;PA;PSC;Partido Social Cristão;NÃO ELEITO;15111;107681.09;8116132;7.126006882403547;0.013267538034127587
140001731336;2016;JOÃO AGRIPINO DA CRUZ;AGRIPINO;PA;PSC;Partido Social Cristão;NÃO ELEITO;713;14000.0;8116132;19.635343618513325;0.0017249596236236671
140001601475;2044;MATEUS FERRAZ SOUZA;MATEUS FERRAZ;PA;PSC;Partido Social Cristão;NÃO ELEITO;868;0.0;8116132;0.0;0.0
140001601486;2020;JULIA MARIA GODINHO DA CRUZ MARINHO;JULIA MARINHO;PA;PSC;Partido Social Cristão;NÃO ELEITO;34489;999978.6;8116132;28.994131462205342;0.12320876496340867
140001601479;2055;SEBASTIANA MARIA MELUL DE OLIVEIRA;TIANA MELUL;PA;PSC;Partido Social Cristão;NÃO ELEITO;432;35000.0;8116132;81.01851851851852;0.004312399059059168
140001601483;2030;JAVIER MARCELO CAHUANA VILLEGAS;JAVIER VILLEGAS;PA;PSC;Partido Social Cristão;NÃO ELEITO;335;18050.0;8116132;53.88059701492537;0.0022239658004576564
140001731335;2015;ADILENA DE SOUSA REBELO FELIX;ADILENA FELIX;PA;PSC;Partido Social Cristão;NÃO ELEITO;247;10000.0;8116132;40.48582995951417;0.0012321140168740478
140001731337;2045;ERIC  ALEXANDRE MADONADO CUNHA;ALEXANDRE MADONADO;PA;PSC;Partido Social Cristão;NÃO ELEITO;140;10000.0;8116132;71.42857142857143;0.0012321140168740478
140001601477;2010;RAYDSON BENTES DOS SANTOS;DR. RAYDSON;PA;PSC;Partido Social Cristão;NÃO ELEITO;3363;25440.0;8116132;7.564674397859054;0.003134498058927578
140001601484;2007;JOÃO BERNARDES DOS SANTOS;JOAO BERNARDES;PA;PSC;Partido Social Cristão;NÃO ELEITO;195;11560.0;8116132;59.282051282051285;0.0014243238035063993
140001601482;2011;IRANILDE MOTA OLIVEIRA RUSSO;IRANILDE RUSSO;PA;PSC;Partido Social Cristão;NÃO ELEITO;1411;112630.0;8116132;79.82282069454288;0.0138773001720524
140001601480;2021;ANTONIO CAVALCANTE DA SILVA FILHO;ANTONIO FILHO;PA;PSC;Partido Social Cristão;NÃO ELEITO;568;10000.0;8116132;17.6056338028169;0.0012321140168740478
140001601485;2012;JOÃO PANTOJA DE LIMA;ENG JOÃO LEVI;PA;PSC;Partido Social Cristão;NÃO ELEITO;1400;35000.0;8116132;25.0;0.004312399059059168
140001601478;2033;TELMO LIMA MARINHO;TELMO MARINHO;PA;PSC;Partido Social Cristão;NÃO ELEITO;327;19966.0;8116132;61.05810397553517;0.002460038846090724
140001621096;2050;WALDIRENE DA COSTA OLIVEIRA;WALLOLIVER;PA;PSC;Partido Social Cristão;NÃO ELEITO;497;10000.0;8116132;20.120724346076457;0.0012321140168740478
140001601481;2000;GABRIEL DA SILVA MODESTO;GABRIEL MODESTO;PA;PSC;Partido Social Cristão;NÃO ELEITO;3700;50033.0;8116132;13.522432432432433;0.006164636060625924
60001608894;4488;MOSES HAENDEL MELO RODRIGUES;MOSES RODRIGUES;CE;UNIÃO;UNIÃO BRASIL;ELEITO POR QP;113294;2802249.78;8791688;24.734317616113827;0.3187385380372916
60001608882;4477;FERNANDA ENEIDA PESSOA CARACAS DE SOUZA;FERNANDA PESSOA;CE;UNIÃO;UNIÃO BRASIL;ELEITO POR QP;121469;2831672.63;8791688;23.311895463039953;0.32208520479798647
50001619869;1010;MARCIO CARLOS MARINHO;MARCIO MARINHO;BA;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;118904;1137335.99;14136417;9.565161727107583;0.08045433223991624
50001619864;1023;ALEX MARCO SANTANA SOUSA;ALEX SANTANA;BA;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;106940;1693956.5;14136417;15.840251542921264;0.11982926791138093
20001610335;4343;LUCIANO SURUAGY DO AMARAL FILHO;LUCIANO AMARAL;AL;PV;Partido Verde;ELEITO POR QP;101508;301524.02;3127511;2.9704458761870987;0.09641021886094087
50001619926;7779;LIBIA GONDIM MATOS CARVALHO;LIBIA GM;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;208;35000.0;14136417;168.26923076923077;0.002475874898144275
50001619927;7763;ADRIANA GOMES MARTINS RENA;ADRIANA COLETIVO ENFERMAGEM;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;10095;49942.45;14136417;4.947246161466072;0.00353289309448073
50001619928;7721;AGNALDO DA CONCEIÇÃO DA SILVA;GUIBA DOS PHOCS;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;1376;22580.65;14136417;16.410356104651164;0.0015973389862509008
50001619929;7777;ALIPIO ALVES DE OLIVEIRA JUNIOR;ALIPINHO DA DOCE MEL;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;42455;983000.0;14136417;23.153927688140385;0.06953671499645207
50001619931;7778;ANDREA DANTAS DE ARAUJO;ANDREA ARAUJO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;1184;100000.0;14136417;84.45945945945945;0.0070739282804122144
50001619934;7730;CARMINO SANTOS DE JESUS;DIVINO DA TERRA;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;657;45000.0;14136417;68.4931506849315;0.0031832677261854968
50001619935;7707;CARLA NAIARA DE JESUS ROCHA;CARLA ROCHA;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;2896;64460.03;14136417;22.258297651933702;0.004559856291732198
50001619937;7715;ESMERALDINO CORREIA SANTOS;ESMERALDINO CORREIA;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;3077;58745.85;14136417;19.0919239519012;0.004155639296718539
50001619941;7710;JOSE NEPOMUCENO DA SILVA NETO;NETTO DEZ;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;8230;350019.2;14136417;42.52967193195626;0.02476010717567259
50001619943;7712;MARCIO LIMA DE OLIVEIRA;BISPO MARCIO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;6521;169885.1;14136417;26.052001226805707;0.012017550133106573
50001619945;7799;ELIETE DOURADO DAMIAO;LIU DOURADO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;83;20000.0;14136417;240.96385542168676;0.001414785656082443
50001619925;7703;VERANILTON DA SILVA OLIVEIRA;NILTON DIVISÓRIAS;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;403;55000.0;14136417;136.47642679900744;0.003890660554226718
50001619930;7789;ANACLECIA FERREIRA DE SOUZA SILVA;CLÉCIA FRENTE AMPLA;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;2617;179880.0;14136417;68.73519296904853;0.012724582190805491
50001619912;7700;FABIO CORREIA DE SOUZA;FABINHO SHOW;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;2674;170000.0;14136417;63.575168287210175;0.012025678076700765
50001619916;7788;IDEVAL KLEBER ANDRADE NOVAIS;IDEVAL KLEBER;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;934;65999.95;14136417;70.66375802997858;0.004668789128107921
50001619918;7767;PRISCILA SOARES DA SILVA;PRISCILA SOARES;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;500;71383.93;14136417;142.76785999999998;0.005049648011939659
50001619920;7714;JADSON AMARO CRISPIM DA SILVA;JADSON AMARO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;129;20002.9;14136417;155.06124031007752;0.0014149908000025751
50001619921;7790;LUCIANO PEREIRA DE LIMA;LUCIANO LIMA;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;1248;20000.0;14136417;16.025641025641026;0.001414785656082443
50001619923;7780;MARCUS VINICIUS GUEDES AMBROZIO;MARCUS GUEDES;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;971;40000.0;14136417;41.19464469618949;0.002829571312164886
50001619924;7766;ROGERIO GOMES DOS SANTOS;PIRATA NELES;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;91;20000.0;14136417;219.78021978021977;0.001414785656082443
50001619936;7737;CLAUDIO ANTONIO SANTOS SANTIAGO;CLAUDIO SANTIAGO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;634;20000.0;14136417;31.545741324921135;0.001414785656082443
50001619942;7720;JOSE HUGO DA SILVA;PASTOR HUGO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;245;40000.01;14136417;163.2653469387755;0.002829572019557714
50001619922;7755;MARCOS PIRES GUEDES;MARCOS GUEDES DA ONG;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;725;40000.0;14136417;55.172413793103445;0.002829571312164886
50001619913;7733;EVANILDA GONCALVES DE OLIVEIRA;EVINHA OLIVEIRA;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;8764;340000.0;14136417;38.795070743952536;0.02405135615340153
50001619940;7708;JOSE GENILTON DE OLIVEIRA;GENILTON;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;822;20000.0;14136417;24.330900243309003;0.001414785656082443
50001619944;7744;LARISSA GUIMARAES LIBERATO DE MATTOS;LIBERATO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;1545;80000.0;14136417;51.77993527508091;0.005659142624329772
50001619932;7711;ANARALINA MACHADO CUNHA;DRA ANARALINA MACHADO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;204;50000.0;14136417;245.09803921568627;0.0035369641402061072
50001619939;7722;SUITIBERTO RIOS DA SILVA;SUITI RIOS;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;1913;49999.0;14136417;26.136434918975432;0.0035368934009233034
50001619919;7771;WANGLES GLICERIO SANTOS;GUINHO DA CONTEM;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;1367;73600.0;14136417;53.84052670080468;0.00520641121438339
50001619917;7773;IVAN CEZAR GUSMAO DE OLIVEIRA;IVAN GUSMÃO;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;325;120086.5;14136417;369.49692307692305;0.008494832884457215
50001619914;7745;FRANCISCO EDINALDO MENDES DA SILVA;PASTOR ARY MENDES;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;745;35000.0;14136417;46.97986577181208;0.002475874898144275
50001619915;7713;GIOVANNA DE SOUZA CHRISPIM;NEGRITUDE;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;157;20000.0;14136417;127.38853503184713;0.001414785656082443
50001619933;7770;ARMANDO SOARES DA CRUZ FILHO;MEU BOM;BA;SOLIDARIEDADE;Solidariedade;NÃO ELEITO;959;60448.8;14136417;63.03315954118874;0.004276104758369819
180001643069;2331;SÂMIA CRISTINA PEREIRA DA SILVA;SÂMIA CRISTINA;PI;CIDADANIA;Cidadania;NÃO ELEITO;1187;20325.53;3269200;17.123445661331086;0.006217279456747828
180001643073;2321;TERESINHA DA CONCEIÇÃO CARVALHO PERES;TERESINHA CARVALHO;PI;CIDADANIA;Cidadania;NÃO ELEITO;154;2458.4;3269200;15.963636363636365;0.0007519882540070966
180001643068;2333;ADELMAR FERREIRA DE SOUSA;ADELMAZIN DA SAÚDE;PI;CIDADANIA;Cidadania;NÃO ELEITO;634;15000.0;3269200;23.65930599369085;0.004588278477915086
180001643074;2310;LÍVIA OLIVEIRA MACHADO;LÍVIA OLIVEIRA;PI;CIDADANIA;Cidadania;NÃO ELEITO;455;10000.0;3269200;21.978021978021978;0.0030588523186100575
180001643075;2311;ANTÔNIO FRANCISCO GOMES DE CASTRO;CHICO PANÇA;PI;CIDADANIA;Cidadania;NÃO ELEITO;967;15000.0;3269200;15.511892450879007;0.004588278477915086
180001643070;2345;CLEITON IBIAPINA;DR CLEITON IBIAPINA;PI;CIDADANIA;Cidadania;NÃO ELEITO;472;14936.0;3269200;31.64406779661017;0.004568701823075982
180001643067;2323;MARCOS DANILSON ARAÚJO DA SILVA;MARCOS DANILSON;PI;CIDADANIA;Cidadania;NÃO ELEITO;286;13835.0;3269200;48.37412587412587;0.0042319221827970144
180001643072;2300;JOSÉ WILSON MARTINS;JOSÉ WILSON;PI;CIDADANIA;Cidadania;NÃO ELEITO;1121;14545.599999999999;3269200;12.975557537912577;0.004449284228557445
180001643071;2322;BRUNO OLIVEIRA DA SILVA;BRUNO OLIVEIRA;PI;CIDADANIA;Cidadania;NÃO ELEITO;290;15000.0;3269200;51.724137931034484;0.004588278477915086
50001600582;1888;MARCOS ANTONIO COSTA LEMOS;MARCOS LEMOS;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;1087;67913.0;14136417;62.47746090156394;0.004804116913076348
50001600588;1805;ALAN XAVIER LINO;ALAN XAVIER;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;211;16951.66;14136417;80.33962085308058;0.0011991482707393252
50001600589;1850;SILVIA NASCIMENTO CARDOSO DOS SANTOS CERQUEIRA;DRA SILVIA;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;975;130416.25;14136417;133.7602564102564;0.009225551991003096
50001600577;1818;LÁZARO JERÔNIMO FERREIRA;LAZZO MATUMBI;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;4061;108179.47;14136417;26.638628416646146;0.007652538121930048
50001600550;1844;KALINY VIANA LOYOLA DE ANDRADE;KALL VIANA;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;115;9999.9;14136417;86.95565217391304;0.0007073857541129411
50001600576;1813;ANDERSON DE ARAÚJO PEREIRA;KINHA DE KIPÁ;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;215;0.0;14136417;0.0;0.0
50001600575;1833;THIAGO ROCHA DA SILVA;THIAGO BEM ESTAR;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;328;31250.0;14136417;95.27439024390245;0.002210602587628817
50001600578;1899;VANÉLIO FREITAS DE OLIVEIRA;VANÉLIO OLIVEIRA;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;141;30000.0;14136417;212.7659574468085;0.0021221784841236645
50001600581;1823;LAÍS OLIVEIRA SOARES;LAÍS SOARES;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;191;30000.0;14136417;157.06806282722513;0.0021221784841236645
50001600585;1810;AIRTON PEREIRA PINTO;DR AIRTON PINTO;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;1966;34700.0;14136417;17.6500508646999;0.0024546531133030386
50001600551;1817;JESSICA TALITA GARCIA PIRES;JESSICA PIRES;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;192;30000.0;14136417;156.25;0.0021221784841236645
50001600579;1800;CLÉSSIO RIBEIRO SOARES;CLÉSSIO SOARES;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;375;59872.85;14136417;159.66093333333333;0.004235362468438785
50001600557;1808;ADRIANO LUCAS DEIRO DE CARVALHO MELO;ADRIANO DEIRÓ;BA;REDE;Rede Sustentabilidade;NÃO ELEITO;218;101831.0;14136417;467.11467889908255;0.007203451907226563
270001675989;1444;ALEX SEIKI KAWANO;ALEX KAWANO;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;1564;228245.66;1511459;145.93712276214833;0.15101015641178492
270001675997;1463;LILIANE BEZERRA DE SOUSA;LILI BEZERRA JUNTAS POR TOCANT;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;642;259939.5;1511459;404.89018691588785;0.17197919361358793
270001675991;1488;FRANCISCO MENDES BRAGA;GALEGO;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;334;118081.3;1511459;353.5368263473054;0.0781240509997294
270001675993;1414;DIOGO FERNANDES COSTA VALDEVINO;DIOGO FERNANDES;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;7765;931646.2;1511459;119.98019317450095;0.6163886681676446
270001675996;1411;WELITON PEREIRA DE SOUSA;SARGENTO WELITON;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;3150;229780.25;1511459;72.94611111111111;0.15202546016795693
270001675990;1422;FARLEI MEYER;FARLEI FEDERAL;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;4197;250316.97;1511459;59.64187991422445;0.1656128085512078
270001675994;1438;FERNANDA MORAES SILVA;FERNANDA MORAES;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;578;259994.51;1511459;449.817491349481;0.1720155889111117
270001675992;1424;MARISTELA FELIPE OLIVEIRA;ESTELA COLETIVO ESTELAS;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;591;259953.24;1511459;439.85319796954315;0.171988284167814
270001675995;1400;MILTON NERIS DE SANTANA;MILTON NERIS;TO;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;7422;424871.17;1511459;57.24483562382107;0.28110002983871873
50001600554;5018;CAROLINE DE ARAÚJO LIMA;CAROL LIMA;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;3343;59013.54;14136417;17.652868680825605;0.004174575495332375
50001600571;5060;MARCOS ANTÔNIO GUIMARÃES MENDES;MARCOS MENDES;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;5482;58993.979999999996;14136417;10.76139730025538;0.004173191834960725
50001600586;5000;MÁRIO DINIZ XAVIER DE OLIVEIRA;MÁRIO DINIZ;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;1904;85541.03;14136417;44.92701155462185;0.006051111112525897
50001600552;5050;ALAM KARDECSOM DIAS DA SILVA;DR. ALAN KARDECSON;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;1304;12200.0;14136417;9.355828220858896;0.0008630192502102902
50001600570;5007;MÁRCIA DA ROCHA PITTA;MÁRCIA PITTA MULHERES UBUNTU;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;1287;47991.13;14136417;37.2891452991453;0.0033948581171593904
50001600555;5040;CHRISTIANO PABLO ALVES NEIVA;PROF CHRISTIANO;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;407;25824.6;14136417;63.45110565110565;0.0018268136827033327
50001600558;5033;EDNILSON NEVES DE OLIVEIRA;DENIS DO PSOL;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;271;25574.25;14136417;94.369926199262;0.0018091041032533208
50001600562;5006;JAILTON NUNES DA SILVA;POPÓ HORA DE AVANÇAR;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;267;25511.0;14136417;95.54681647940075;0.0018046298436159602
50001600564;5055;JOSÉ SERGIO LAGO LACERDA;SÉRGIO COLETIVA POPULAR;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;731;10935.77;14136417;14.960013679890562;0.0007735885267108349
50001600565;5013;LAINA CRISÓSTOMO SOUZA DE QUEIROZ;LAINA CRISÓSTOMO;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;6778;187090.47;14136417;27.60260696370611;0.01323464566728613
50001600567;5070;LAZARO FIGUEIREDO DOS SANTOS;LAZARO FIGUEIREDO;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;971;12420.3;14136417;12.791246138002059;0.0008786031142120383
50001600568;5088;RUY PENALVA GUIMARÃES NETO;RUY PENALVA;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;381;26003.98;14136417;68.25191601049869;0.0018395028952527361
50001600569;5015;LEIDE SILVA SOUZA;LEIDINHA SOUZA;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;1048;28009.89;14136417;26.726994274809158;0.001981399530022353
50001600573;5020;RAIMUNDO MOISÉS DA SILVA CALIXTO;RAIMUNDO CALIXTO;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;862;44074.74;14136417;51.130788863109046;0.0031178154973781546
50001600574;5010;SINEVAL CALMON SANTOS;SINE CALMON;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;3251;25331.36;14136417;7.791867117809905;0.0017919222388530277
50001600587;5011;TELMA REGINA ARAÚJO NONATO;TELMINHA ELA POR ELAS;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;549;15619.61;14136417;28.451020036429874;0.0011049200090800944
50001600583;5003;DANILO SANTANA DE SOUZA;DANILO SANTANA COLETIVO RAÍZES;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;1959;75421.0;14136417;38.49974476773864;0.005335227448369696
50001600563;5080;JORGE DA CRUZ VIEIRA;JORGE X;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;1169;31422.260000000002;14136417;26.87960650128315;0.0022227881364846555
50001600559;5077;EDVANIA SANTOS MOURA;VÂNIA SANTOS;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;356;47966.0;14136417;134.73595505617976;0.0033930804389825228
50001600553;5099;ANTÔNIO PIMENTEL PEREIRA;PIMENTEL;BA;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;751;16510.0;14136417;21.984021304926763;0.0011679055590960567
170001595473;1010;SILVIO SERAFIM COSTA FILHO;SILVIO COSTA FILHO;PE;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;162056;2656548.63;9058155;16.392781692748184;0.2932770117093381
170001595454;1000;AUGUSTO RODRIGUES COUTINHO DE MELO;AUGUSTO COUTINHO;PE;REPUBLICANOS;REPUBLICANOS;ELEITO POR QP;101142;1922403.65;9058155;19.006976824662356;0.21222905216349244
200001620348;1212;AILA MARIA RAMALHO CORTEZ DE OLIVEIRA;AILA  CORTEZ PEREIRA;RN;PDT;Partido Democrático Trabalhista;NÃO ELEITO;2343;299898.81;3302729;127.99778489116517;0.09080333566574793
200001620342;1234;MANOEL MILANO SOARES MAXIMO;DR MILANO MÁXIMO;RN;PDT;Partido Democrático Trabalhista;NÃO ELEITO;6405;33657.0;3302729;5.25480093676815;0.010190663539152016
200001620344;1288;ROCHELLY ELEONORA SILVA DE BARROS;ROCHELLY POTIGUAR;RN;PDT;Partido Democrático Trabalhista;NÃO ELEITO;359;22330.95;3302729;62.20320334261839;0.0067613631030581075
