SQ_CANDIDATO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;SG_UF;SG_PARTIDO;NM_PARTIDO;DS_SIT_TOT_TURNO;QT_VOTOS_TOTAL;VR_DESPESA_TOTAL;POPULACAO;CUSTO_POR_VOTO;CUSTO_POR_HABITANTE
250001622094;7025;ADAUTO BENTIVEGNA FILHO;ADAUTO;SP;AVANTE;AVANTE;NÃO ELEITO;1002;101499.6;44420459;101.29700598802395;0.002284974137705331
250001622096;7092;ELIAS ARACATI PAIVA;ELIAS ARACATI DA AMBULÂNCIA;SP;AVANTE;AVANTE;NÃO ELEITO;1296;4000.0;44420459;3.0864197530864197;9.004859675133028e-05
250001622098;7057;RUBENS DE ALMEIDA;RUBINHO DO IPIRANGA;SP;AVANTE;AVANTE;NÃO ELEITO;14944;617629.4;44420459;41.329590471092075;0.013904165195591518
250001622100;7023;FRANCISCO ALVES DA SILVA;CABO CHIQUINHO;SP;AVANTE;AVANTE;NÃO ELEITO;743;10435.75;44420459;14.045423956931359;0.00023493116088692376
250001622101;7003;VERA LÚCIA CHAGAS CONCEIÇÃO;DONA VERA;SP;AVANTE;AVANTE;NÃO ELEITO;498;59965.85;44420459;120.41335341365462;0.0013499601613751898
250001622103;7007;IVAN RICARDO GARISIO SARTORI;IVAN SARTORI;SP;AVANTE;AVANTE;NÃO ELEITO;25779;818123.6;44420459;31.736048721827842;0.018417720537286658
250001622104;7006;MARTA MARIA FERREIRA ARAÚJO;MARTA FOX;SP;AVANTE;AVANTE;NÃO ELEITO;293;5000.0;44420459;17.064846416382252;0.00011256074593916285
250001622105;7070;CÃNDIDO ELPÍDIO DE SOUZA VACCAREZZA;VACCAREZZA;SP;AVANTE;AVANTE;NÃO ELEITO;6397;2001800.0;44420459;312.92793496951697;0.04506482024420324
250001622106;7038;MAURICIO JOSÉ LEMOS FREIRE;DELEGADO MAURICIO FREIRE;SP;AVANTE;AVANTE;NÃO ELEITO;2575;137982.13;44420459;53.585293203883495;0.003106274295814908
250001622107;7001;NORMA ELIZA HIROKO OTANI MORATO;NORMA OTANI;SP;AVANTE;AVANTE;NÃO ELEITO;403;5000.0;44420459;12.40694789081886;0.00011256074593916285
250001622108;7066;CLEOMENES ANTUNES JUNIOR;CLEOMENES JUNIOR;SP;AVANTE;AVANTE;NÃO ELEITO;675;4000.0;44420459;5.925925925925926;9.004859675133028e-05
250001622109;7080;CLOVIS PEREIRA JURADO;CLOVIS COLETIVO TRANSPARÊNCIA;SP;AVANTE;AVANTE;NÃO ELEITO;626;4000.0;44420459;6.389776357827476;9.004859675133028e-05
250001622110;7019;LUANA TRINDADE DA SILVA;LUANA TRINDADE;SP;AVANTE;AVANTE;NÃO ELEITO;351;10000.0;44420459;28.49002849002849;0.0002251214918783257
250001622111;7011;PAULO JORGE VALENTIM;VALENTIM;SP;AVANTE;AVANTE;NÃO ELEITO;663;4500.0;44420459;6.787330316742081;0.00010130467134524657
250001622041;7022;ELISA CLAUDIA COUTINHO;DRA ELISA;SP;AVANTE;AVANTE;NÃO ELEITO;3447;215744.51;44420459;62.58906585436612;0.004856872595575836
250001622046;7094;ANTONIO MARCOS DA SILVA POLYCENO;ANTONIO MARCOS POLYCENO;SP;AVANTE;AVANTE;NÃO ELEITO;569;4500.0;44420459;7.9086115992970125;0.00010130467134524657
250001622047;7012;ANDRÉ DA SILVA ROSA;CAPITÃO SILVA ROSA;SP;AVANTE;AVANTE;NÃO ELEITO;4485;97712.25;44420459;21.786454849498327;0.002199712749478793
250001622053;7055;WILLIAM DE SOUZA SILVA;ZIDANE;SP;AVANTE;AVANTE;NÃO ELEITO;875;21749.85;44420459;24.856971428571427;0.0004896358680129802
250001622054;7040;EDUARDO SIVINSKI;DUDU SIVINSKI;SP;AVANTE;AVANTE;NÃO ELEITO;43557;499177.9;44420459;11.460337029639323;0.011237567356068968
250001622057;7000;MARCOS DA COSTA;MARCOS DA COSTA;SP;AVANTE;AVANTE;NÃO ELEITO;6482;227223.02;44420459;35.05446158593027;0.005115278525149864
250001622058;7036;ADEMIR RODRIGUES PEREIRA;ADEMIR PEREIRA;SP;AVANTE;AVANTE;NÃO ELEITO;2786;27363.5;44420459;9.821787508973438;0.0006160111943012566
250001622059;7028;JACQUELINE MOREIRA DOS SANTOS ALMEIDA;PROF JACQUELINE PRÔJACQUE;SP;AVANTE;AVANTE;NÃO ELEITO;1343;54217.48;44420459;40.37042442293373;0.0012205519983483288
250001622060;7026;CRISTINA ROHRBACHER;CRIS ROHRBACHER;SP;AVANTE;AVANTE;NÃO ELEITO;88;5000.0;44420459;56.81818181818182;0.00011256074593916285
250001622061;7010;JOSÉ EDVALDO BRITO;EDVALDO BRITO;SP;AVANTE;AVANTE;NÃO ELEITO;8321;939661.93;44420459;112.92656291311141;0.02115380955428669
250001622062;7087;JULIANA VALÉRIA DA SILVA;JUJU FERRARI;SP;AVANTE;AVANTE;NÃO ELEITO;923;158000.0;44420459;171.18093174431203;0.003556919571677546
250001622063;7030;JOEL DE MELO;JOEL DA AMBULÂNCIA PLATIBANDA;SP;AVANTE;AVANTE;NÃO ELEITO;728;4000.0;44420459;5.4945054945054945;9.004859675133028e-05
250001622080;7034;AGNALDO APARECIDO DE ARAUJO;AGNALDO ARAUJO;SP;AVANTE;AVANTE;NÃO ELEITO;2945;91416.35;44420459;31.041205432937183;0.0020579785094071183
250001622084;7071;JORGE EDUARDO RUBIES;JORGE GUERREIRO;SP;AVANTE;AVANTE;NÃO ELEITO;404;235485.05000000002;44420459;582.8837871287129;0.005301274577104212
250001622095;7099;ANDERSON ALVES SIMÕES;SARGENTO SIMÕES;SP;AVANTE;AVANTE;NÃO ELEITO;20081;1885174.02;44420459;93.87849310293312;0.04243931878326606
220001596859;2000;ANDRÉ MOREIRA;ANDRÉ DA ROYAL;RO;PSC;Partido Social Cristão;NÃO ELEITO;5279;349957.13;1581016;66.29231483235462;0.22134951828444493
220001596862;2011;FRANCISCA VALDECIRA FIALIS DINIZ CUNHA RAMOS;PROF.. VALDECIRA;RO;PSC;Partido Social Cristão;NÃO ELEITO;278;191111.11;1581016;687.450035971223;0.12087866915957839
220001596865;2044;ISAQUE MACIEL DE SOUZA;SARGENTO ISAQUE ZIGUE;RO;PSC;Partido Social Cristão;NÃO ELEITO;916;222111.11000000002;1581016;242.47937772925766;0.14048631386399632
220001596864;2038;ROBSÃO DEMONTHI DE SOUZA MOREIRA;ROBÃO DA CENTRAL DO BOI;RO;PSC;Partido Social Cristão;NÃO ELEITO;7302;286093.93;1581016;39.18021500958641;0.1809557461784068
220001596866;2033;JOSÉ POCIDÔNIO APARECIDO DA SILVA;PASTOR POCIDÔNIO;RO;PSC;Partido Social Cristão;NÃO ELEITO;16155;191091.02;1581016;11.828599195295574;0.12086596214080059
220001596867;2020;LUCAS FOLLADOR;LUCAS FOLLADOR;RO;PSC;Partido Social Cristão;NÃO ELEITO;12265;631016.96;1581016;51.44859029759478;0.3991211727142546
220001596861;2022;EVANDRO CESAR PADOVANI;PADOVANI DA AGRICULTURA;RO;PSC;Partido Social Cristão;NÃO ELEITO;13406;670642.98;1581016;50.02558406683574;0.42418481533393715
220001596863;2023;MARIA APARECIDA SIMÕES;MARIA SIMÕES;RO;PSC;Partido Social Cristão;NÃO ELEITO;913;190868.5;1581016;209.05640744797373;0.12072521720210296
250001622042;7079;EMANOEL DE CARVALHO MOURA;EMANUEL MOURA;SP;AVANTE;AVANTE;NÃO ELEITO;2532;25550.0;44420459;10.090837282780411;0.0005751854117491222
250001622051;7051;CLAUDINEI ALEXANDRE PIRES;DINEI;SP;AVANTE;AVANTE;NÃO ELEITO;2532;0.0;44420459;0.0;0.0
250001622086;7005;JOSÉ EDMILSON FERREIRA DOS SANTOS;PR EDMILSON SANTOS;SP;AVANTE;AVANTE;NÃO ELEITO;251;10000.0;44420459;39.8406374501992;0.0002251214918783257
250001622070;7067;LUIZA FAUSTINO PEREIRA PARI;MALU PARISI;SP;AVANTE;AVANTE;NÃO ELEITO;259;10670.25;44420459;41.197876447876446;0.00024021025987147049
250001622048;7031;RONALDO RESENDE DA SILVA;PASTOR RONALDO RESENDE;SP;AVANTE;AVANTE;NÃO ELEITO;1966;25000.0;44420459;12.71617497456765;0.0005628037296958143
250001622097;7090;ELIAS ASSIS NETO;DIRETOR ELIAS JUNIOR;SP;AVANTE;AVANTE;NÃO ELEITO;8671;139543.8;44420459;16.093161111751815;0.0031414308438370703
250001622099;7078;THIAGO JOSÉ ISOLA;THIAGO ISOLA;SP;AVANTE;AVANTE;NÃO ELEITO;2266;4000.0;44420459;1.7652250661959399;9.004859675133028e-05
250001622043;7047;GISELDA MÁXIMO DE LIMA;COLETIVO NOSSA VEZ GISELDA;SP;AVANTE;AVANTE;NÃO ELEITO;776;10001.14;44420459;12.888067010309278;0.00022514715572839983
250001622091;7032;PAULO DE TARSO NUNES CHIODE;DR PAULO DE TARSO;SP;AVANTE;AVANTE;NÃO ELEITO;7600;148488.65;44420459;19.537980263157895;0.0033427986414998547
250001622044;7008;IARA REGINA CORRÊA GUSMÃO;IARA GUSMÃO;SP;AVANTE;AVANTE;NÃO ELEITO;154;10000.0;44420459;64.93506493506493;0.0002251214918783257
250001622089;7009;COSME APARECIDO FELIX;COSME FÉLIX;SP;AVANTE;AVANTE;NÃO ELEITO;1140;7805.0;44420459;6.8464912280701755;0.0001757073244110332
250001622049;7088;ANDRÉA REIS DUARTE;ANDRÉA REIS;SP;AVANTE;AVANTE;NÃO ELEITO;1050;131108.0;44420459;124.8647619047619;0.0029515228557183528
250001622064;7069;ADRIANA PIERIN;ADRIANA VEGANE PIERIN;SP;AVANTE;AVANTE;NÃO ELEITO;510;116876.5;44420459;229.16960784313724;0.0026311412045517133
250001622055;7077;JOSÉ DOMINGOS BITTENCOURT;JOSÉ BITTENCOURT;SP;AVANTE;AVANTE;NÃO ELEITO;22840;1252076.52;44420459;54.81946234676007;0.028186933412822232
250001622085;7046;JOSÉ DE CASTRO COIMBRA;DR COIMBRA;SP;AVANTE;AVANTE;NÃO ELEITO;2433;201975.9;44420459;83.01516646115905;0.004546911593146752
250001622052;7060;WAGNER BARBOSA;PROF WAGNER BARBOSA;SP;AVANTE;AVANTE;NÃO ELEITO;1570;74489.5;44420459;47.445541401273886;0.0016769187369270542
250001622056;7049;ELIANE CRISTINA CAMARGO;CANTORA ELIANE CAMARGO;SP;AVANTE;AVANTE;NÃO ELEITO;293;0.0;44420459;0.0;0.0
250001622045;7076;PAULO CEZAR DA SILVA MOURA;PAULO CEZAR ADVOGADO;SP;AVANTE;AVANTE;NÃO ELEITO;309;11968.0;44420459;38.73139158576052;0.0002694254014799802
250001622079;7017;SILVIO NIVALDO;PROFESSOR SILVIO NIVALDO;SP;AVANTE;AVANTE;NÃO ELEITO;439;5090.0;44420459;11.594533029612757;0.00011458683936606778
250001622082;7097;ANA FLÁVIA DE FARIAS ZENAIDE;ANA FLAVIA;SP;AVANTE;AVANTE;NÃO ELEITO;145;10000.0;44420459;68.96551724137932;0.0002251214918783257
140001615724;2323;ARNALDO JORDY FIGUEIREDO;JORDY;PA;CIDADANIA;Cidadania;NÃO ELEITO;17411;2943828.41;8116132;169.0786520016082;0.3627132247233042
140001615709;2300;OLENA MARIA PEREIRA MACHADO;PROFESSORA OLENA;PA;CIDADANIA;Cidadania;NÃO ELEITO;1840;300000.0;8116132;163.04347826086956;0.03696342050622144
140001615713;2356;EVERALDO FRANÇA NUNES;EVERALDO NUNES;PA;CIDADANIA;Cidadania;NÃO ELEITO;3488;288769.64;8116132;82.78946100917432;0.03557971210916727
170001618622;1190;FERNANDO MONTEIRO DE ALBUQUERQUE;FERNANDO MONTEIRO;PE;PP;PROGRESSISTAS;ELEITO POR QP;99751;2847559.7199999997;9058155;28.546678429288928;0.31436420772221274
170001618605;1122;ERICA CLARISSA BORBA CORDEIRO DE MOURA;CLARISSA TÉRCIO;PE;PP;PROGRESSISTAS;ELEITO POR QP;240511;2816759.35;9058155;11.711561425464948;0.3109639159409394
170001618611;1111;EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA;EDUARDO DA FONTE;PE;PP;PROGRESSISTAS;ELEITO POR QP;124850;3072615.61;9058155;24.610457428914696;0.33920987331305325
210001613990;5501;DANRLEI DE DEUS HINTERHOLZ;DANRLEI DE DEUS GOLEIRO;RS;PSD;Partido Social Democrático;ELEITO POR QP;97824;1217770.22;10880506;12.448583374223094;0.11192220472099366
10001655354;3322;JOSÉ RIBAMAR FERNANDES DE LIMA;JOSÉ RIBAMAR;AC;PMN;Partido da Mobilização Nacional;NÃO ELEITO;40;0.0;830026;0.0;0.0
10001655352;3344;ANTONIO DANTAS DA SILVA;ANTONIO DANTAS;AC;PMN;Partido da Mobilização Nacional;NÃO ELEITO;50;0.0;830026;0.0;0.0
10001655355;3355;ROZANA SOUSA DO NASCIMENTO;ROZANA SOUSA;AC;PMN;Partido da Mobilização Nacional;NÃO ELEITO;29;0.0;830026;0.0;0.0
80001620360;5111;SÔNIA LUSIA NEVES RODRIGUES STEINS;PROFESSORA SÔNIA ;ES;PATRIOTA;Patriota;NÃO ELEITO;1192;95000.0;3833486;79.69798657718121;0.024781621740629808
80001620354;5100;JOSÉ RODRIGUES PINHEIRO;DR PINHEIRO;ES;PATRIOTA;Patriota;NÃO ELEITO;3171;285445.92;3833486;90.0176348155156;0.07446118754574817
80001620361;5155;WAGNER NEUMEG;WAGUINHO;ES;PATRIOTA;Patriota;NÃO ELEITO;3329;91300.0;3833486;27.42565334935416;0.02381644278862633
80001620355;5123;SÔNIA SOLANGE COUTINHO;DRA SÔNIA COUTINHO;ES;PATRIOTA;Patriota;NÃO ELEITO;1994;284863.0;3833486;142.86008024072217;0.07430912751474768
80001620357;5122;ESTÉFANE DA SILVA FRANCA FERREIRA;CAPITÃ ESTÉFANE;ES;PATRIOTA;Patriota;NÃO ELEITO;10075;475455.95;3833486;47.19165756823821;0.12402704744454525
80001620358;5133;WALLACE RIBEIRO VIEIRA;MAJOR WALLACE;ES;PATRIOTA;Patriota;NÃO ELEITO;8284;259303.0;3833486;31.301665861902464;0.06764156697063717
80001620356;5120;VÂNIA BERGER;VÂNIA BERGER;ES;PATRIOTA;Patriota;NÃO ELEITO;2874;103800.05;3833486;36.1169276270007;0.027077195534299592
80001620353;5145;EMERSON SCHIFFLER;EMERSON SCHIFFLER;ES;PATRIOTA;Patriota;NÃO ELEITO;1022;122500.0;3833486;119.86301369863014;0.03195524908660159
80001620359;5151;RAFAEL FAVATTO GARCIA;DR RAFAEL FAVATTO;ES;PATRIOTA;Patriota;NÃO ELEITO;27980;1112299.0;3833486;39.753359542530376;0.2901534008471663
80001620362;5190;WERISON RISPERI;CORONEL RISPERI;ES;PATRIOTA;Patriota;NÃO ELEITO;3158;239997.0;3833486;75.99651678277391;0.06260541971458876
80001620352;5152;BRENO HELENO VIANA;BRENO NILREGI;ES;PATRIOTA;Patriota;NÃO ELEITO;10777;239860.0;3833486;22.2566576969472;0.062569682007447
140001615711;4545;DEODORO PANTOJA DA ROCHA;IE-IÉ;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;7679;299887.3;8116132;39.05291053522594;0.03694953458125126
140001615718;4567;MAURO CRISTIANO FREITAS;MAURO FREITAS;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;10546;377174.85;8116132;35.7647307035843;0.04647224194973665
140001615715;4590;LENA RIBEIRO PINTO DE OLIVEIRA;LENA PINTO;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;93841;1675976.11;8116132;17.859742649801262;0.20649936570770414
140001615725;4566;RONILSON CORREA DE SENA;BILHA;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;1058;214699.0;8116132;202.92911153119093;0.02645336473088412
140001615723;4500;ANTONIO MARCIO FARIAS GONÇALVES;MÁRCIO DO SÃO FÉLIX;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;16743;472689.22;8116132;28.2320504091262;0.05824070135872605
140001726513;4565;CLARION MARTINS;DIDI DOS CACHORROS;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;5258;140000.0;8116132;26.626093571700267;0.01724959623623667
140001615719;4578;NILSON PINTO DE OLIVEIRA;NILSON PINTO;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;423;1024869.99;8116132;2422.860496453901;0.12627566801525653
140001615720;4522;SHIRLEY CRISTINA DE BARROS MALCHER;CRISTINA MALCHER;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;4865;661640.0;8116132;136.0;0.08152159181245451
140001615721;4510;VALMIR OLIVEIRA PEREIRA;VALMIR;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;1000;140000.0;8116132;140.0;0.01724959623623667
140001615710;4511;ALEXANDRE RAIMUNDO DE VASCONCELOS WANGHON;ALEXANDRE VON;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;10635;594291.96;8116132;55.88076727785613;0.0732235454031551
140001615722;4599;WALTER DE ALMEIDA ARAÚJO;DR WALTER PEDRA NO SAPATO;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;2843;140000.0;8116132;49.243756595145975;0.01724959623623667
140001615717;4555;MARIA DO SOCORRO RODRIGUES DO CARMO;ENFERMEIRA SOCORRO;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;5351;145527.5;8116132;27.19631844515044;0.0179306472590638
140001615712;4533;DORALICE CUNHA PALHETA;DORA CUNHA;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;2361;290464.8;8116132;123.0261753494282;0.03578857514885169
140001615714;4544;JAKELINE FERREIRA NETO;JAKELINE NETO;PA;PSDB;Partido da Social Democracia Brasileira;NÃO ELEITO;7240;140000.0;8116132;19.337016574585636;0.01724959623623667
140001604461;4099;WANDERLEI NOGUEIRA DE SOUSA;WANDECO DO GÁS;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;2238;120011.0;8116132;53.624218051831996;0.014786723527907136
140001604459;4032;MICHELL MENDES DURANS DA SILVA;MICHELL DURANS;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;4044;199983.0;8116132;49.451780415430264;0.02464018574365227
140001604460;4011;CÁSSIO COELHO ANDRADE;CÁSSIO ANDRADE;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;85612;760823.59;8116132;8.886880227070971;0.09374214096074336
140001604449;4027;ANTÔNIO CARLOS RIBEIRO CONDE;TOTÓ STA ISABEL;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;7792;202334.3;8116132;25.966927618069814;0.024929892712439866
140001604457;4020;DIEGO HENRIQUE MONTEIRO MAIA;PROFESSOR DIEGO;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;8984;99879.24;8116132;11.117457702582369;0.012306261159872708
140001604454;4040;JOSE FRANCISCO DE JESUS PANTOJA PEREIRA;ZÉ FRANCISCO;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;16589;449992.0;8116132;27.12592681897643;0.05544414506811866
140001604458;4001;BRUNA FRANCISCO ALMEIDA RODRIGUES;BRUNA EUDES;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;4407;329969.74;8116132;74.87400499205809;0.04065603417982852
140001604464;4012;ARINOS DE BRITO CHAVES;ARINOS CHAVES;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;5148;104935.9;8116132;20.383818958818956;0.012929299326329339
140001604450;4050;LILIANA MARIA TORRES CALDAS;LICA CALDAS;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;2568;119987.06;8116132;46.72393302180685;0.014783773846950739
140001604455;4022;THIAGO MACIEL NEVES;PROF. THIAGO MACIEL;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;16467;258429.29;8116132;15.693768749620453;0.03184143505798082
140001604452;4007;MARCIO RODRIGUES DOS SANTOS;MÁRCIO SANTOS;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;5330;199991.5;8116132;37.5218574108818;0.024641233040566615
140001604453;4045;FERNANDO ANTONIO SANTANA REIS;FERNANDO JULIFER;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;4981;49954.63;8116132;10.02903633808472;0.006154979983075681
140001604456;4015;ELDER DA SILVA FEIO;EDINHO DO TRANSPORTE;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;12935;314529.77;8116132;24.316178585233864;0.038753653834117045
140001604462;4021;EVANILDE GOMES FRANCO;EVA FRANCO;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;1528;119950.0;8116132;78.50130890052355;0.014779207632404204
140001604463;4010;ELENILSON JOSE SANTOS DA COSTA;DR. ELENILSON SANTOS;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;5160;150000.0;8116132;29.069767441860463;0.01848171025311072
140001604451;4030;JULIANNA MARIA ÁLVARES COSTA PINTO;JULIANNA COSTA;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;706;119971.75;8116132;169.93165722379604;0.014781887480390905
140001604465;4035;HENRIETTE WALDIVIA  TEIXEIRA DE BARROS;HENRIETTE;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;898;120000.0;8116132;133.630289532294;0.014785368202488575
140001604466;4000;ANA KAROLINA BULHÕES PINHEIRO;PROFA KAROL;PA;PSB;Partido Socialista Brasileiro;NÃO ELEITO;3106;120000.0;8116132;38.6349001931745;0.014785368202488575
190001605592;1143;LEANDRO FRANCISCO MACHADO NEVES;LEANDRO NEVES;RJ;PP;PROGRESSISTAS;NÃO ELEITO;1210;5528.0;16054524;4.568595041322314;0.00034432662095743233
230001605875;1919;DORCILIO ERIK CICERO DE SOUZA;PROFESSOR ERIK;RR;PODE;Podemos;NÃO ELEITO;532;499940.8;636303;939.7383458646616;0.7856961227591257
230001605872;1922;JOSIAS FONSECA LICATA;JOSIAS LICATA;RR;PODE;Podemos;NÃO ELEITO;351;504000.0;636303;1435.8974358974358;0.7920754734772585
230001605868;1940;LUANA KARMINY BESSA DE ARAÚJO;LUANA KARMINY;RR;PODE;Podemos;NÃO ELEITO;125;199923.6;636303;1599.3888;0.3141955954945993
230001605871;1911;LUCIANO DE SOUZA CASTRO;LUCIANO CASTRO;RR;PODE;Podemos;NÃO ELEITO;5157;1140773.79;636303;221.208801628854;1.7928153568347156
230001605869;1977;PRISCILLA DE SOUZA VICENTE;SARGENTO PRISCILLA;RR;PODE;Podemos;NÃO ELEITO;1656;662834.35;636303;400.262288647343;1.0416960944707159
230001605873;1900;FABIANA SANTOS SILVA;FABY ALBUQUERQUE;RR;PODE;Podemos;NÃO ELEITO;103;149692.5;636303;1453.3252427184466;0.23525348772518753
230001605870;1999;RAUL DA SILVA LIMA SOBRINHO;RAUL LIMA;RR;PODE;Podemos;NÃO ELEITO;6714;898110.42;636303;133.76681858802502;1.4114508653896023
230001605874;1933;DEUSAILTON ANTONIO DE SOUZA;PASTOR DEUSAILTON;RR;PODE;Podemos;NÃO ELEITO;1253;449952.0;636303;359.0997605746209;0.7071348084167448
190001619224;6565;JANDIRA FEGHALI;JANDIRA FEGHALI;RJ;PC do B;Partido Comunista do Brasil;ELEITO POR QP;84054;2805752.5;16054524;33.38035667547053;0.174763979299542
270001649250;5047;KEILA AGUIAR CALDAS;KEILA AGUIAR CALDAS;TO;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;50;69610.57;1511459;1392.2114000000001;0.04605521552354381
270001649251;5050;JOÃO APARECIDO BAZZOLI;PROFESSOR BAZZOLI;TO;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;544;41585.01;1511459;76.4430330882353;0.02751315781638801
270001649249;5011;CHARLEIDE MATOS DA CRUZ;CHARLEIDE MATOS;TO;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;913;70514.6;1511459;77.23395399780942;0.0466533329716519
180001618284;5050;FRANCISCO WILLIAMS DE ASSIS SOARES GONÇALVES;PROFESSOR WILLIAMS;PI;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;1146;30891.2;3269200;26.95567190226876;0.009449161874464701
180001618288;5055;CLÁUDIO TEÓFILO MARQUES;CLÁUDIO DO QUILOMBO;PI;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;1912;65385.89;3269200;34.19764121338912;0.020000578123088218
180001618286;5000;MARIANA SOARES GOMES;MARIANA BANCADA ANTIRRACISTA;PI;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;2542;79916.69;3269200;31.43850904799371;0.02444533525021412
180001618285;5013;MARINEIDE LINS DE ALBUQUERQUE;MARINEIDE ALBUQUERQUE;PI;PSOL;Partido Socialismo e Liberdade;NÃO ELEITO;315;41849.35;3269200;132.85507936507935;0.01280109812798238
190001619235;1313;WASHINGTON LUIZ CARDOSO SIQUEIRA;WASHINGTON QUAQUÁ;RJ;PT;Partido dos Trabalhadores;ELEITO POR QP;113282;1882165.53;16054524;16.61486846983634;0.1172358352075714
190001619207;1300;LUIZ LINDBERGH FARIAS FILHO;LINDBERGH FARIAS;RJ;PT;Partido dos Trabalhadores;ELEITO POR QP;152219;2358934.09;16054524;15.496975344733574;0.14693267081602668
190001619202;1377;BENEDITA SOUZA DA SILVA SAMPAIO;BENEDITA DA SILVA;RJ;PT;Partido dos Trabalhadores;ELEITO POR QP;113831;2750815.9;16054524;24.16578875701698;0.17134210269952568
270001649248;1800;RENATO ERBETT MILBRATZ;RENATO PORTELA;TO;REDE;Rede Sustentabilidade;NÃO ELEITO;125;18200.0;1511459;145.6;0.012041345481418947
270001654174;1818;VANESSA SIDI XERENTE;VANESSA SIDI XERENTE;TO;REDE;Rede Sustentabilidade;NÃO ELEITO;778;64510.76;1511459;82.9187146529563;0.04268111804554407
120001675476;1449;ADRIANA DE OLIVEIRA MELO;ADRIANA MELO;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;701;30000.0;2756700;42.796005706134096;0.010882576994232234
120001675475;1456;RENATA BARBOSA LACERDA; RENATA LACERDA;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;1357;91561.1;2756700;67.4731761238025;0.033214024014219905
120001675468;1422;JOÃO VICTOR MEDEIROS DOS SANTOS;JAMES;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;1029;84990.0;2756700;82.59475218658892;0.03083034062465992
120001675470;1417;DAVID MENDES GONÇALVES;DAVID MENDES ;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;789;75000.0;2756700;95.05703422053232;0.027206442485580587
120001675469;1426;LINDA GRAZIELA DA SILVA FERREIRA;LINDA GRAZIELA;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;178;49998.9;2756700;280.8926966292135;0.01813722929589727
120001675474;1458;KLEYTON RIBEIRO DE SOUZA;KLEYTON VIGILANTE;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;497;29970.0;2756700;60.30181086519115;0.010871694417238002
120001675471;1414;DELCÍDIO DO AMARAL GOMEZ;DELCÍDIO AMARAL;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;18862;1380969.1;2756700;73.21435160640442;0.5009500852468531
120001675472;1477;ERNEY CUNHA BAZZANO BARBOSA;DR ERNEY BARBOSA;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;3939;55696.229999999996;2756700;14.139687738004568;0.020203950375448906
120001675473;1450;NILSO EUGENIO DE OLIVEIRA;NILSON DA MARMORARIA;MS;PTB;Partido Trabalhista Brasileiro;NÃO ELEITO;1316;69901.4;2756700;53.11656534954407;0.025356912250154167
50001643034;3578;UÉRLEI REIS SOUSA;WERLEY REIS;BA;PMB;Partido da Mulher Brasileira;NÃO ELEITO;337;0.0;14136417;0.0;0.0
